App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Yoong: Kick 'Em Up!,SPORTS,4.3,-0.1410637578115076,0.5074728533821241,-0.15194948961753793,Free,-0.06825988002925136,Everyone,Sports,"December 16, 2015",1.1.1,4.0.3 and up
Texas Holdem Poker,GAME,4.0,-0.07075424241005435,0.19763449936502983,0.06226323875003086,Free,-0.06825988002925136,Teen,Card,"December 20, 2017",4.7.0,3.0 and up
Em Fuga Brasil,FAMILY,4.3,-0.14443584699157466,1.7025636474480588,-0.15194948961753793,Free,-0.06825988002925136,Everyone,Simulation,"April 22, 2018",1.0,4.1 and up
LocaToWeb - Live GPS tracking,SPORTS,4.6,-0.1450863864758812,-0.8204058066911369,-0.15409161690121362,Paid,0.07513802957617738,Everyone,Sports,"August 2, 2018",3.9.1,5.0 and up
TRANSFORMERS: Forged to Fight,GAME,4.6,0.024823228287839155,3.03044230752132,0.06226323875003086,Free,-0.06825988002925136,Everyone 10+,Action,"July 27, 2018",6.3.2,4.0.3 and up
Texas Holdem & Omaha Poker: Pokerist,GAME,4.3,-0.036177806739691544,0.2861597433699139,0.06226323875003086,Free,-0.06825988002925136,Teen,Card,"July 31, 2018",18.4.0,4.1 and up
Governor of Poker 2 - OFFLINE POKER GAME,GAME,4.3,-0.0016194254328144228,1.7025636474480588,-0.0459250079002564,Free,-0.06825988002925136,Teen,Card,"March 6, 2018",3.0.8,2.3 and up
Squadron - Bullet Hell Shooter,GAME,4.2,-0.04180261456371357,0.8173112073992183,0.06226323875003086,Free,-0.06825988002925136,Everyone,Arcade,"May 2, 2016",1.0.7,2.3 and up
Telemundo Deportes - En Vivo,SPORTS,4.5,-0.12408799694439286,0.1533718773625878,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Sports,"August 1, 2018",5.10.5,4.1 and up
Holy Knight EN,FAMILY,4.0,-0.12994285230315175,0.8615738294016603,-0.1324756052204862,Free,-0.06825988002925136,Teen,Role Playing,"May 5, 2018",1.1.700,2.3 and up
English in a Month Free,FAMILY,3.8,-0.1413724291872305,-0.37777958666671657,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Education,"July 23, 2017",1.28,4.1 and up
Learn Body Parts in English,FAMILY,4.0,-0.14098455157169945,0.9058364514041024,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Education,"December 6, 2016",5.13,2.3 and up
ai.type keyboard Plus + Emoji,TOOLS,4.5,-0.11196187106906022,0.5959980973870082,-0.15194948961753793,Paid,0.19031707343595947,Everyone,Tools,"July 24, 2018",Paid-9.4.1.3,4.1 and up
Edmodo,FAMILY,4.1,-0.028598468468639286,-0.15646647665450641,0.06226323875003086,Free,-0.06825988002925136,Everyone,Education,"August 6, 2018",9.12.6,4.0.3 and up
Learn English Daily,FAMILY,4.5,-0.14061298112318776,1.3927252934309646,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Education,"May 6, 2018",7.0,4.0 and up
Orfox: Tor Browser for Android,COMMUNICATION,4.2,-0.11944161914153019,0.41894760937724,0.06226323875003086,Free,-0.06825988002925136,Everyone,Communication,"July 2, 2018",Fennec-52.9.0esr/TorBrowser-7.5-1/Orfox-1.5.4-RC-1,4.0.3 and up
"NewsDog - Latest News, Breaking News, Local News",NEWS_AND_MAGAZINES,4.4,0.024799932334954408,-0.7628643980879622,0.06226323875003086,Free,-0.06825988002925136,Mature 17+,News & Magazines,"July 20, 2018",2.6.0,4.1 and up
RightNow English Conversation,FAMILY,4.0,-0.14222214906870162,-0.46630483067160067,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Education,"March 2, 2018",1.4.1,2.3 and up
HTC Sense Input - EN,TOOLS,4.3,-0.1311233747155863,-0.5769613856777057,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Tools,"October 30, 2015",1.0.612931,5.0 and up
"busuu: Learn Languages - Spanish, English & More",FAMILY,4.3,-0.024475084808039164,-0.023678610647180326,0.06226323875003086,Free,-0.06825988002925136,Everyone 10+,Education,"August 1, 2018",13.9.0.161,5.0 and up
"Ginger Keyboard - Emoji, GIFs, Themes & Games",PRODUCTIVITY,4.4,-0.0503702836359012,0.9500990734065444,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Productivity,"August 1, 2018",8.1.01,4.1 and up
English Audio Books - Librivox,FAMILY,4.0,-0.13892868372962058,-0.5105674526740427,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Education,"November 29, 2017",8.02,4.1 and up
Learn Top 300 English Words,FAMILY,4.7,-0.1093270987977954,-0.8027007578901602,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Education,"February 24, 2018",3.1,2.3 and up
Chess Free,GAME,4.5,0.6561709242091075,-0.28925434266183253,0.927769211952329,Free,-0.06825988002925136,Everyone,Board,"June 7, 2018",2.72,4.1 and up
Oxford Dictionary of English : Free,BOOKS_AND_REFERENCE,4.1,0.06705354927848539,-0.6389290564811246,0.06226323875003086,Free,-0.06825988002925136,Everyone,Books & Reference,"July 11, 2018",9.1.363,4.1 and up
English to Hindi Dictionary,BOOKS_AND_REFERENCE,4.1,-0.10366152305622506,-0.46630483067160067,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Books & Reference,"June 11, 2017",BlueOrange,4.0.3 and up
EO.TRADE - Coin sale,FINANCE,4.3,-0.14514753835220365,-0.8867997396948,-0.15389687805724309,Free,-0.06825988002925136,Everyone,Finance,"June 5, 2018",0.3,4.0.3 and up
EO Network,BUSINESS,3.5,-0.14519529505561737,-0.023678610647180326,-0.15409161690121362,Free,-0.06825988002925136,Teen,Business,"September 20, 2017",1.0.3,4.4 and up
The EO Bar,HEALTH_AND_FITNESS,4.7,-0.14496058833030356,0.5517354753845661,-0.15389687805724309,Paid,0.3342908782606871,Everyone,Health & Fitness,"July 2, 2018",1.3.7,4.1 and up
EO Mumbai,COMMUNICATION,4.3,-0.14520286624030493,-0.46630483067160067,-0.15411303817405037,Free,-0.06825988002925136,Everyone,Communication,"February 21, 2018",1.02,4.1 and up
EO Global,BUSINESS,2.6,-0.14519529505561737,-0.5592563368767289,-0.15409161690121362,Free,-0.06825988002925136,Everyone,Business,"October 20, 2016",3.2,4.1 and up
EO SouthAsia,BUSINESS,4.2,-0.14519820704972797,-0.1122038546520644,-0.15411109078561067,Free,-0.06825988002925136,Teen,Business,"April 25, 2018",1.0.23,4.1 and up
EO RAIPUR,SOCIAL,4.3,-0.14520228384148282,-0.7672906602882065,-0.15411303817405037,Free,-0.06825988002925136,Teen,Social,"June 21, 2017",1.0,4.0.3 and up
EO Forum,BUSINESS,4.3,-0.14520286624030493,-0.9045047884957768,-0.15411109078561067,Free,-0.06825988002925136,Everyone,Business,"April 5, 2013",1.1,2.1 and up
EO Events,BUSINESS,4.3,-0.14520286624030493,-0.46630483067160067,-0.15411303817405037,Free,-0.06825988002925136,Teen,Business,"June 21, 2018",v2.7.11.27,4.1 and up
EO KOREA,BUSINESS,4.3,-0.14520286624030493,-0.33351696466427455,-0.15411217266807717,Free,-0.06825988002925136,Teen,Business,"December 4, 2017",1.0.7,2.2 and up
EO GSEA,BUSINESS,4.3,-0.14520228384148282,0.37468498737479794,-0.15411303817405037,Free,-0.06825988002925136,Everyone,Business,"January 4, 2018",1.0.0,4.4 and up
EO Guide,HEALTH_AND_FITNESS,4.5,-0.14519413025797315,0.10910925536014578,-0.15409161690121362,Paid,0.219111834400905,Everyone,Health & Fitness,"July 23, 2018",1.0.4,4.1 and up
EO SA Benefits,BUSINESS,4.3,-0.14520286624030493,-0.930265634501198,-0.15411303817405037,Free,-0.06825988002925136,Everyone,Business,"August 25, 2014",1.0,2.3.3 and up
23rd QM BDE EO,BUSINESS,4.3,-0.14520286624030493,-0.6743391540830782,-0.15411303817405037,Free,-0.06825988002925136,Everyone,Business,"September 27, 2017",1.0.0,4.1 and up
EO Bijbel Open,LIFESTYLE,4.3,-0.14514346156044883,0.8615738294016603,-0.15389687805724309,Free,-0.06825988002925136,Everyone,Lifestyle,"November 24, 2016",2.0.0,4.0.3 and up
EO LAC,LIFESTYLE,4.2,-0.14520286624030493,-0.15646647665450641,-0.15411303817405037,Free,-0.06825988002925136,Everyone,Lifestyle,"January 17, 2017",1.1,4.1 and up
EO Hub,BUSINESS,4.3,-0.14520286624030493,-0.7230280382857645,-0.15411217266807717,Free,-0.06825988002925136,Teen,Business,"February 6, 2018",3.5.4,4.1 and up
Kenny e o Cupcake,FAMILY,4.3,-0.14520286624030493,-0.6566341052821014,-0.15411323291289433,Free,-0.06825988002925136,Everyone,Arcade;Action & Adventure,"July 19, 2018",1.0,2.1 and up
EO,BUSINESS,4.3,-0.14520286624030493,-0.8159795444908927,-0.15411217266807717,Free,-0.06825988002925136,Everyone,Business,"July 1, 2015",1.0,4.0.3 and up
4Eternity EO,BUSINESS,4.3,-0.14520286624030493,-0.864668428693579,-0.15411303817405037,Free,-0.06825988002925136,Everyone,Business,"January 17, 2018",1.2,4.1 and up
Masha and the Bear,FAMILY,4.4,-0.13640573203220255,0.6402607193894502,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Education,"June 11, 2018",3.1.8,4.3 and up
Free games: Masha and the Bear,FAMILY,4.3,-0.12510195329370144,1.7025636474480588,-0.0459250079002564,Free,-0.06825988002925136,Everyone,Puzzle;Brain Games,"July 20, 2018",1.2.8,4.1 and up
Masha and the Bear- House Cleaning Games for Girls,FAMILY,4.3,-0.14520286624030493,2.322240355482247,-0.15411109078561067,Paid,0.046343268611231836,Everyone,Educational;Pretend Play,"January 25, 2018",0.0.1,4.1 and up
EO Hotels,TRAVEL_AND_LOCAL,4.3,-0.14520053664501645,-0.46630483067160067,-0.15411109078561067,Free,-0.06825988002925136,Everyone,Travel & Local,"June 4, 2017",2.0,4.0.3 and up
Masha and the Bear Child Games,FAMILY,4.1,0.022880928216073418,3.118967551526204,0.06226323875003086,Free,-0.06825988002925136,Everyone,Adventure;Education,"May 8, 2018",2.7.4,4.0 and up
Masha and the Bear - Hair Salon and MakeUp Games,FAMILY,4.3,-0.14520228384148282,2.7206039535042255,-0.15411109078561067,Paid,0.07513802957617738,Everyone,Role Playing;Education,"March 5, 2018",1.0.1,4.1 and up
Masha and Bear: Cooking Dash,FAMILY,4.3,-0.0570428269409147,1.4369879154334066,0.06226323875003086,Free,-0.06825988002925136,Everyone,Role Playing;Brain Games,"June 5, 2018",1.2.7,4.1 and up
Masha and the Bear: Evolution,FAMILY,4.5,-0.14400195986909625,0.9058364514041024,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Strategy;Education,"June 14, 2018",1.0.9,4.0 and up
Cryptocurrency Trading - How To Trade Crypto,FINANCE,4.3,-0.14520228384148282,0.06484663335770374,-0.15411109078561067,Free,-0.06825988002925136,Everyone,Finance,"March 16, 2018",1.0,4.1 and up
Masha and the Bear. Games for kids,FAMILY,4.6,-0.14157393917968356,0.41894760937724,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Educational;Pretend Play,"July 13, 2018",2.6,4.0.3 and up
Masha and The Bear Jam Day Match 3 games for kids,FAMILY,4.6,-0.11604798120504474,3.384543283540856,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Puzzle;Brain Games,"August 7, 2018",1.4.83,4.1 and up
Where's My Water?,FAMILY,4.7,-0.03528091255362881,2.100927245470037,-0.1324756052204862,Paid,0.046343268611231836,Everyone,Puzzle;Brain Games,"July 5, 2018",1.16.0,4.2 and up
O Céu e o Inferno,BOOKS_AND_REFERENCE,4.5,-0.14519471265679526,-0.9198196557086217,-0.15410243572587864,Paid,-0.011246253318659217,Everyone,Books & Reference,"October 7, 2013",1.1,1.6 and up
Frozen Free Fall,FAMILY,4.3,0.7718108695313446,0.6845233413918922,0.927769211952329,Free,-0.06825988002925136,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up
Urban Car Simulator,FAMILY,4.2,-0.13163763287551708,-0.06794123264962236,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Simulation,"September 19, 2017",1.4,2.3 and up
Masha and the Bear: House Cleaning Games for Girls,FAMILY,4.5,-0.1196635130927574,2.4550282214895733,0.06226323875003086,Free,-0.06825988002925136,Everyone,Role Playing;Pretend Play,"July 19, 2018",1.9.10,4.1 and up
Masha and The Bear Puzzle Game,FAMILY,4.3,-0.13743948994146318,2.2779777334798053,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Puzzle;Brain Games,"May 24, 2018",2.0,4.1 and up
Masha and the Bear. Educational Games,FAMILY,4.5,-0.11819761525748472,0.5074728533821241,0.06226323875003086,Free,-0.06825988002925136,Everyone,Educational;Brain Games,"July 13, 2018",2.3,4.0.3 and up
Bluetooth Pair,TOOLS,3.5,-0.14406136454895235,-0.8336845932918695,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Tools,"August 4, 2018",2.5,4.1 and up
Sports Car Driving Simulator 2018,GAME,4.3,-0.14393440160573048,1.5697757814407327,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Racing,"March 28, 2018",1.1,4.1 and up
Masha and the Bear: Good Night!,FAMILY,4.6,-0.12822302858143536,2.7206039535042255,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Educational;Pretend Play,"July 26, 2018",1.0.4,4.1 and up
Masha and the Bear: Climb Racing and Car Games,FAMILY,4.5,-0.14392158883164388,2.2779777334798053,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Racing;Pretend Play,"July 23, 2018",1.1.0,4.1 and up
Out There Chronicles - Ep. 1,FAMILY,4.4,-0.14431994962597303,0.9943616954089864,-0.1530313720840408,Paid,0.1039327905411229,Everyone,Role Playing,"November 27, 2017",1.0.4,4.2 and up
EP FCU,FINANCE,4.3,-0.1452017014426607,-0.8292583310916253,-0.15411109078561067,Free,-0.06825988002925136,Everyone,Finance,"March 22, 2018",3.0.6,4.1 and up
EP Home Energy Hub,PRODUCTIVITY,4.3,-0.14520053664501645,-0.37777958666671657,-0.15411109078561067,Free,-0.06825988002925136,Everyone,Productivity,"June 21, 2018",3.4.2,4.4 and up
EP,BUSINESS,4.3,-0.14520111904383856,-0.8602421664933347,-0.15411109078561067,Free,-0.06825988002925136,Everyone,Business,"November 13, 2015",1.0.1,2.3.3 and up
EP Spotter,FAMILY,3.4,-0.14519762465090585,0.2861597433699139,-0.15410243572587864,Free,-0.06825988002925136,Everyone,Entertainment,"September 28, 2016",314007,4.3 and up
EP Mobile,MEDICAL,4.3,-0.14504736575479923,-0.8513896420928463,-0.1530313720840408,Free,-0.06825988002925136,Everyone,Medical,"July 8, 2018",2.18,4.0 and up
EP RSS Reader,COMMUNICATION,3.8,-0.14520053664501645,-0.9137114138722847,-0.15411109078561067,Free,-0.06825988002925136,Everyone,Communication,"July 16, 2018",0.99,4.0.3 and up
Out There Chronicles - Ep. 2,FAMILY,4.5,-0.14511900080991985,2.145189867472479,-0.15409161690121362,Paid,0.1039327905411229,Teen,Role Playing,"January 26, 2018",1.0.0,4.2 and up
EP Cloud,PRODUCTIVITY,4.3,-0.14519762465090585,-0.8513896420928463,-0.15411303817405037,Free,-0.06825988002925136,Everyone,Productivity,"July 26, 2018",2.2.2,4.1 and up
eP Scanner,EVENTS,4.5,-0.14520286624030493,-0.06794123264962236,-0.15411109078561067,Free,-0.06825988002925136,Everyone,Events,"October 13, 2017",1.5,4.4 and up
EP Church Annapolis,LIFESTYLE,5.0,-0.1452017014426607,-0.5636825990769732,-0.15411109078561067,Free,-0.06825988002925136,Everyone,Lifestyle,"January 14, 2017",1.0,4.1 and up
EP Horlogerie,LIFESTYLE,4.9,-0.14519238306150678,0.10910925536014578,-0.15409161690121362,Free,-0.06825988002925136,Everyone,Lifestyle,"March 28, 2018",4.0.2,4.0.3 and up
ep-liggare - Elektronisk personalliggare,TOOLS,4.2,-0.14520286624030493,-0.023678610647180326,-0.15411109078561067,Free,-0.06825988002925136,Everyone,Tools,"June 26, 2018",1.1.0,4.1 and up
EP Calipers,MEDICAL,4.3,-0.14520053664501645,-0.28925434266183253,-0.15411109078561067,Paid,-0.011246253318659217,Everyone,Medical,"February 10, 2018",2.12,4.0 and up
EP Radio,FAMILY,5.0,-0.14520111904383856,-0.9463772289100869,-0.15411217266807717,Free,-0.06825988002925136,Everyone,Entertainment,"March 26, 2018",1.0,3.0 and up
EP Joaillerie,LIFESTYLE,4.2,-0.1451714167039105,-0.023678610647180326,-0.15400506630389338,Free,-0.06825988002925136,Teen,Lifestyle,"March 28, 2018",4.0.2,4.0.3 and up
Tester EP,TOOLS,4.2,-0.14519762465090585,-0.7407330870867412,-0.15411109078561067,Free,-0.06825988002925136,Everyone,Tools,"May 15, 2018",3.0,2.1 and up
The Great Wobo Escape Ep. 1,GAME,4.2,-0.14202937505858035,-0.06794123264962236,-0.14329442988551494,Free,-0.06825988002925136,Everyone 10+,Action,"September 13, 2016",1.0.3386,4.1 and up
The Visitor: Ep.2 - Sleepover Slaughter,GAME,4.3,-0.14186513859074287,0.41894760937724,-0.1324756052204862,Free,-0.06825988002925136,Mature 17+,Adventure,"January 2, 2018",1.1.5,4.1 and up
Superbrothers Sword & Sworcery,GAME,4.4,-0.13878308402409092,-0.24499172065939048,-0.15194948961753793,Paid,0.16152231247101395,Teen,Adventure,"January 26, 2018",1.0.20,2.3 and up
EP Lab Digest,MEDICAL,2.3,-0.14519645985326163,-0.42204220866915865,-0.15410243572587864,Free,-0.06825988002925136,Everyone,Medical,"July 12, 2018",1000000.6,4.1 and up
EP Research Service,BOOKS_AND_REFERENCE,4.7,-0.14519471265679526,0.24189712136747188,-0.15409161690121362,Free,-0.06825988002925136,Everyone,Books & Reference,"March 5, 2018",1.9,4.1 and up
eP Finder,AUTO_AND_VEHICLES,4.3,-0.14520286624030493,-0.6743391540830782,-0.15411303817405037,Free,-0.06825988002925136,Everyone,Auto & Vehicles,"June 21, 2018",1.0,4.4 and up
EP Music,FAMILY,4.3,-0.14520286624030493,-0.46630483067160067,-0.15411303817405037,Free,-0.06825988002925136,Everyone,Entertainment,"July 26, 2017",1.0,4.1 and up
EP Coding,MEDICAL,4.3,-0.14520286624030493,-0.864668428693579,-0.15411217266807717,Paid,-0.011246253318659217,Everyone,Medical,"October 5, 2017",1.6,4.0 and up
EP Kalkulator el. energije,TOOLS,4.4,-0.14519529505561737,-0.8867997396948,-0.15411109078561067,Free,-0.06825988002925136,Everyone,Tools,"February 20, 2015",4.0,4.0 and up
The Great Wobo Escape Ep.1,FAMILY,4.3,-0.14519645985326163,-0.06794123264962236,-0.15410243572587864,Paid,0.046343268611231836,Everyone 10+,Action;Action & Adventure,"May 3, 2016",1.0.3289,4.1 and up
The Visitor: Ep.1 - Kitty Cat Carnage,GAME,4.4,-0.14344576899397293,0.7730485853967762,-0.14329442988551494,Free,-0.06825988002925136,Mature 17+,Adventure,"January 2, 2018",1.3.7,4.3 and up
EP Cook Book,MEDICAL,4.3,-0.14520286624030493,-0.8115532822906485,-0.15411325455054367,Paid,11.449644505948958,Everyone,Medical,"July 26, 2015",1.0,3.0 and up
Dr.Slender Ep 1 Guide (Eng),GAME,4.0,-0.14493845717506304,0.24189712136747188,-0.15389687805724309,Free,-0.06825988002925136,Teen,Arcade,"December 2, 2014",1.0,2.3 and up
Decay: The Mare - Ep.1 (Trial),GAME,3.6,-0.1421213940724751,-0.6345027942808804,-0.15194948961753793,Free,-0.06825988002925136,Teen,Adventure,"May 24, 2014",2.0,2.2 and up
EP Search and Find,FAMILY,4.3,-0.14519121826386255,0.06484663335770374,-0.15410243572587864,Free,-0.06825988002925136,Everyone,Casual,"May 27, 2015",1.0.0,2.3 and up
What's Your Story?™ ft Charmed,FAMILY,4.1,-0.1221043465562567,1.1271495614163125,-0.1324756052204862,Free,-0.06825988002925136,Teen,Role Playing,"August 2, 2018",1.10.4,5.0 and up
EP Gem Hunter,GAME,4.6,-0.14515685673335754,0.41894760937724,-0.15409161690121362,Free,-0.06825988002925136,Everyone 10+,Action,"January 17, 2016",1.1.0,2.3 and up
EP Chain Reaction,FAMILY,3.9,-0.14505784893359738,-0.023678610647180326,-0.15389687805724309,Free,-0.06825988002925136,Everyone,Casual;Brain Games,"April 10, 2016",1.2.2,2.3 and up
Gate Of Death Ep: 1,GAME,4.4,-0.1451987894485501,0.5517354753845661,-0.15411109078561067,Free,-0.06825988002925136,Everyone,Adventure,"October 7, 2016",1.1,2.3 and up
EP Mobil,SHOPPING,4.3,-0.14520111904383856,-0.7186017760855202,-0.15411109078561067,Free,-0.06825988002925136,Everyone,Shopping,"July 18, 2018",1.9,4.1 and up
Sonic 4™ Episode I,GAME,3.7,-0.140535522079846,0.6845233413918922,-0.15194948961753793,Paid,0.1039327905411229,Everyone,Arcade,"April 4, 2016",1.5.0,2.2 and up
Naruto Shippuden - Watch Free!,VIDEO_PLAYERS,3.9,-0.06278469692818259,-0.7008967272845434,0.06226323875003086,Free,-0.06825988002925136,Teen,Video Players & Editors,"April 23, 2014",0.6.0,2.3 and up
Lean EQ,BUSINESS,4.3,-0.14519937184737222,-0.5105674526740427,-0.15411303817405037,Paid,5.114221198441644,Everyone,Business,"February 14, 2017",1.0,4.1 and up
Operate Now: Hospital,FAMILY,4.3,0.0032278799636791945,1.3484626714285226,0.06226323875003086,Free,-0.06825988002925136,Teen,Simulation,"August 1, 2018",1.20.3,4.4 and up
Multi Surgery ER Emergency Hospital : Doctor Game,FAMILY,4.1,-0.14507066170768398,2.100927245470037,-0.15389687805724309,Free,-0.06825988002925136,Teen,Educational,"June 21, 2018",1.2,4.0 and up
ER Surgery Simulator,FAMILY,3.6,-0.13378726692795706,1.5255131594382907,-0.1324756052204862,Free,-0.06825988002925136,Everyone 10+,Casual,"June 6, 2018",1.0.4,4.1 and up
Dentist Surgery ER Emergency Doctor Hospital Games,FAMILY,3.5,-0.1437002772792388,1.3927252934309646,-0.15194948961753793,Free,-0.06825988002925136,Everyone,Simulation,"July 6, 2018",10,4.1 and up
Eye Transplant : ER Emergency Hospital,FAMILY,3.9,-0.14407417732303895,1.7910888914529428,-0.1324756052204862,Free,-0.06825988002925136,Teen,Educational,"May 25, 2018",1.6,4.1 and up
Lifeguard Beach Rescue ER Emergency Hospital Games,FAMILY,3.9,-0.14490060125162535,2.410765599487131,-0.15194948961753793,Free,-0.06825988002925136,Everyone,Simulation,"August 7, 2018",12,4.1 and up
Hospital ER Emergency Heart Surgery: Doctor Games,FAMILY,3.8,-0.1442407433861649,2.189452489474921,-0.15194948961753793,Free,-0.06825988002925136,Everyone,Simulation,"July 11, 2018",10,4.1 and up
Superhero Doctor 2 -ER Surgery,FAMILY,4.0,-0.12211250013976636,2.233715111477363,0.06226323875003086,Free,-0.06825988002925136,Everyone 10+,Casual,"September 30, 2017",1.7,4.0.3 and up
ER,LIFESTYLE,4.2,-0.1452017014426607,0.2861597433699139,-0.15410243572587864,Free,-0.06825988002925136,Everyone,Lifestyle,"September 1, 2017",1.1.2,2.3.3 and up
Noot-Noot-er!,FAMILY,4.5,-0.14515976872746814,-0.8292583310916253,-0.15400506630389338,Free,-0.06825988002925136,Everyone,Entertainment,"November 22, 2017",2.0,4.0.3 and up
Doctor X - ER On Wheels,FAMILY,3.6,-0.13775922689480632,1.3042000494260806,-0.1324756052204862,Free,-0.06825988002925136,Everyone,Casual;Pretend Play,"June 6, 2018",1.0.9,4.1 and up
Foot Surgery Hospital Simulator: ER Doctor Games,FAMILY,3.9,-0.14501999301015966,0.2861597433699139,-0.15194948961753793,Free,-0.06825988002925136,Everyone,Casual,"January 15, 2018",1.1,5.1 and up
ER Heart Surgery - Emergency Simulator Game,FAMILY,4.3,-0.144953017145616,0.8173112073992183,-0.15194948961753793,Free,-0.06825988002925136,Everyone,Educational,"July 19, 2018",2.0,4.1 and up
Pregnant Mom ER Emergency Doctor Hospital Games,FAMILY,4.0,-0.14501358662311636,0.24189712136747188,-0.1530313720840408,Free,-0.06825988002925136,Everyone,Educational,"June 12, 2018",1.2,4.1 and up
Plastic Surgery Surgeon Simulator Er Doctor Games,FAMILY,3.7,-0.14317495354168774,0.6845233413918922,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Casual,"August 7, 2018",1.6,4.4 and up
Shoulder Surgery ER Emergency Doctor Game,FAMILY,3.9,-0.1451708343050884,1.0828869394138705,-0.15389687805724309,Free,-0.06825988002925136,Teen,Educational,"November 7, 2017",1.0.1,4.0 and up
Superhero Doctor 3 ER Surgery,FAMILY,4.2,-0.14357156713955055,1.2599374274236386,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Casual,"March 22, 2017",1.0,4.0.3 and up
Mom Doctor ER Emergency Family Game,FAMILY,3.5,-0.1451021112440784,1.2156748054211965,-0.15389687805724309,Free,-0.06825988002925136,Everyone,Educational,"January 26, 2018",1.0.0,4.1 and up
ER Blood Draw Doctor & Surgeon,FAMILY,4.0,-0.14511317682169866,1.6140384034431747,-0.1530313720840408,Free,-0.06825988002925136,Teen,Educational,"June 13, 2018",1.8,4.0.3 and up
"ER Emergency Hospital - Brain, Knee, Eye Surgery",FAMILY,3.8,-0.14518830626975196,0.8615738294016603,-0.15409161690121362,Free,-0.06825988002925136,Teen,Educational,"July 21, 2017",1.1,2.3 and up
Super Doctor 1-Pregnant Mom ER Surgery Simulator,FAMILY,4.1,-0.14503397058189052,2.2779777334798053,-0.15389687805724309,Free,-0.06825988002925136,Teen,Role Playing,"May 23, 2018",1.0,4.3 and up
Multi Surgery Hospital Pro: Virtual Doctor ER Game,FAMILY,4.2,-0.1451894710673962,0.5074728533821241,-0.15409161690121362,Free,-0.06825988002925136,Teen,Casual,"April 3, 2018",1.0,4.1 and up
Clumsy Santa ER Surgery,FAMILY,4.1,-0.14507823289237154,1.0828869394138705,-0.15194948961753793,Free,-0.06825988002925136,Teen,Casual,"December 22, 2016",1.0,4.0.3 and up
Little Eye Surgery Simulator - ER Doctor Game,FAMILY,4.4,-0.14519587745443951,-0.1122038546520644,-0.15409161690121362,Free,-0.06825988002925136,Teen,Casual,"April 20, 2018",1.0,2.3 and up
Spinal Cord Surgery Doctor: Operation ER surgery,FAMILY,3.7,-0.14517258150155476,0.46321023137968204,-0.15389687805724309,Free,-0.06825988002925136,Everyone 10+,Role Playing,"February 26, 2018",1.0,4.1 and up
ER Neck Surgery: Hospital Christmas Emergency,FAMILY,4.3,-0.14519645985326163,0.37468498737479794,-0.15400506630389338,Free,-0.06825988002925136,Everyone 10+,Role Playing,"November 24, 2017",1.0.1,4.1 and up
Super Doctor 2 - My Newborn Baby ER Injection,FAMILY,4.7,-0.1451714167039105,3.118967551526204,-0.15409161690121362,Free,-0.06825988002925136,Teen,Role Playing,"June 25, 2018",1.0,4.3 and up
Virtual Brain Surgery Simulator : Kid ER Emergency,FAMILY,3.8,-0.14519121826386255,1.481250537435849,-0.15400506630389338,Free,-0.06825988002925136,Teen,Educational,"February 23, 2018",1.1,4.0 and up
Crazy ER Open Heart Surgery Simulator,FAMILY,4.0,-0.14349294329856455,1.0386243174114285,-0.14329442988551494,Free,-0.06825988002925136,Everyone,Simulation,"October 26, 2017",1.5,4.0 and up
ER Injection Simulator: Blood Test Doctor Hospital,FAMILY,4.2,-0.14330249888373173,1.1271495614163125,-0.1324756052204862,Free,-0.06825988002925136,Everyone 10+,Role Playing,"May 29, 2018",2.6.4,4.1 and up
Kids Doctor ER Emergency Rescue Kids Hospital Game,FAMILY,3.8,-0.1449029308469138,2.8091291975091095,-0.15194948961753793,Free,-0.06825988002925136,Everyone,Simulation,"July 20, 2018",7,4.1 and up
Heart Surgery Doctor - ER Emergency Game,FAMILY,3.9,-0.1437410451967871,1.1714121834187545,-0.14329442988551494,Free,-0.06825988002925136,Everyone 10+,Educational,"July 19, 2018",2.1,4.1 and up
